CURSO_ACADEMICO;LOCALIDAD;ESTUDIO;TIPO_ESTUDIO;TIPO_EGRESO;SEXO;ALUMNOS_GRADUADOS;ALUMNOS_INTERRUMPEN_ESTUDIOS;ALUMNOS_INTERRUMPEN_EST_ANO1;ALUMNOS_TRASLADAN_OTRA_UNIV;DURACION_MEDIA_GRADUADOS;TASA_EFICIENCIA;FECHA_ACTUALIZACION
2020;Almunia de Doña Godina (La);Grado: Arquitectura Técnica;Grado;Abandono Voluntario;Hombres;0;12;2;0;;;04/09/2022
2020;Almunia de Doña Godina (La);Grado: Arquitectura Técnica;Grado;Abandono Voluntario;Mujeres;0;2;1;0;;;04/09/2022
2020;Almunia de Doña Godina (La);Grado: Arquitectura Técnica;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;1;0;0;;;04/09/2022
2020;Almunia de Doña Godina (La);Grado: Arquitectura Técnica;Grado;Graduado;Hombres;5;0;0;0;5.50;76.81;04/09/2022
2020;Almunia de Doña Godina (La);Grado: Arquitectura Técnica;Grado;Graduado;Mujeres;8;0;0;0;6.50;74.43;04/09/2022
2020;Almunia de Doña Godina (La);Grado: Ingeniería Civil;Grado;Abandono Voluntario;Hombres;0;8;4;0;;;04/09/2022
2020;Almunia de Doña Godina (La);Grado: Ingeniería Civil;Grado;Abandono Voluntario;Mujeres;0;1;0;0;;;04/09/2022
2020;Almunia de Doña Godina (La);Grado: Ingeniería Civil;Grado;Graduado;Hombres;11;0;0;0;6.20;68.80;04/09/2022
2020;Almunia de Doña Godina (La);Grado: Ingeniería de Organización Industrial;Grado;Abandono Voluntario;Hombres;0;21;8;0;;;04/09/2022
2020;Almunia de Doña Godina (La);Grado: Ingeniería de Organización Industrial;Grado;Abandono Voluntario;Mujeres;0;2;2;0;;;04/09/2022
2020;Almunia de Doña Godina (La);Grado: Ingeniería de Organización Industrial;Grado;Cambio de estudios sin simultaneidad;Hombres;0;2;2;0;;;04/09/2022
2020;Almunia de Doña Godina (La);Grado: Ingeniería de Organización Industrial;Grado;Graduado;Hombres;8;0;0;0;6.25;77.23;04/09/2022
2020;Almunia de Doña Godina (La);Grado: Ingeniería de Organización Industrial;Grado;Graduado;Mujeres;8;0;0;0;5.67;81.63;04/09/2022
2020;Almunia de Doña Godina (La);Grado: Ingeniería de Organización Industrial;Grado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;04/09/2022
2020;Almunia de Doña Godina (La);Grado: Ingeniería Mecatrónica;Grado;Abandono Voluntario;Hombres;0;8;1;0;;;04/09/2022
2020;Almunia de Doña Godina (La);Grado: Ingeniería Mecatrónica;Grado;Abandono Voluntario;Mujeres;0;2;1;0;;;04/09/2022
2020;Almunia de Doña Godina (La);Grado: Ingeniería Mecatrónica;Grado;Cambio de estudios sin simultaneidad;Hombres;0;1;1;0;;;04/09/2022
2020;Almunia de Doña Godina (La);Grado: Ingeniería Mecatrónica;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;1;1;0;;;04/09/2022
2020;Almunia de Doña Godina (La);Grado: Ingeniería Mecatrónica;Grado;Graduado;Hombres;34;0;0;0;5.30;85.98;04/09/2022
2020;Almunia de Doña Godina (La);Grado: Ingeniería Mecatrónica;Grado;Graduado;Mujeres;1;0;0;0;;;04/09/2022
2020;Almunia de Doña Godina (La);Grado: Ingeniería Mecatrónica;Grado;Incumple Régimen de permanencia;Hombres;0;3;2;0;;;04/09/2022
2020;Almunia de Doña Godina (La);Grado: Ingeniería Mecatrónica;Grado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;04/09/2022
2020;Huesca;Grado: Administración y Dirección de Empresas;Grado;Abandono Voluntario;Hombres;0;15;7;0;;;04/09/2022
2020;Huesca;Grado: Administración y Dirección de Empresas;Grado;Abandono Voluntario;Mujeres;0;5;2;0;;;04/09/2022
2020;Huesca;Grado: Administración y Dirección de Empresas;Grado;Graduado;Hombres;14;0;0;0;5.77;73.94;04/09/2022
2020;Huesca;Grado: Administración y Dirección de Empresas;Grado;Graduado;Mujeres;17;0;0;0;5.36;77.86;04/09/2022
2020;Huesca;Grado: Administración y Dirección de Empresas;Grado;Incumple Régimen de permanencia;Hombres;0;2;2;0;;;04/09/2022
2020;Huesca;Grado: Administración y Dirección de Empresas;Grado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;04/09/2022
2020;Huesca;Grado: Ciencias Ambientales;Grado;Abandono Voluntario;Hombres;0;11;3;0;;;04/09/2022
2020;Huesca;Grado: Ciencias Ambientales;Grado;Abandono Voluntario;Mujeres;0;5;2;0;;;04/09/2022
2020;Huesca;Grado: Ciencias Ambientales;Grado;Cambio de estudios sin simultaneidad;Hombres;0;2;2;0;;;04/09/2022
2020;Huesca;Grado: Ciencias Ambientales;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;2;2;0;;;04/09/2022
2020;Huesca;Grado: Ciencias Ambientales;Grado;Graduado;Hombres;24;0;0;0;6.83;71.59;04/09/2022
2020;Huesca;Grado: Ciencias Ambientales;Grado;Graduado;Mujeres;24;0;0;0;6.83;76.91;04/09/2022
2020;Huesca;Grado: Ciencias de la Actividad Física y del Deporte;Grado;Abandono Voluntario;Hombres;0;9;1;0;;;04/09/2022
2020;Huesca;Grado: Ciencias de la Actividad Física y del Deporte;Grado;Abandono Voluntario;Mujeres;0;1;0;0;;;04/09/2022
2020;Huesca;Grado: Ciencias de la Actividad Física y del Deporte;Grado;Graduado;Hombres;44;0;0;0;4.51;93.61;04/09/2022
2020;Huesca;Grado: Ciencias de la Actividad Física y del Deporte;Grado;Graduado;Mujeres;16;0;0;0;4.31;94.98;04/09/2022
2020;Huesca;Grado: Enfermería;Grado;Abandono Voluntario;Mujeres;0;2;2;0;;;04/09/2022
2020;Huesca;Grado: Enfermería;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;2;2;0;;;04/09/2022
2020;Huesca;Grado: Enfermería;Grado;Graduado;Hombres;9;0;0;0;4.00;99.54;04/09/2022
2020;Huesca;Grado: Enfermería;Grado;Graduado;Mujeres;39;0;0;0;4.00;97.34;04/09/2022
2020;Huesca;Grado: Gestión y Administración Pública;Grado;Abandono Voluntario;Hombres;0;7;5;0;;;04/09/2022
2020;Huesca;Grado: Gestión y Administración Pública;Grado;Abandono Voluntario;Mujeres;0;13;10;0;;;04/09/2022
2020;Huesca;Grado: Gestión y Administración Pública;Grado;Graduado;Hombres;8;0;0;0;4.75;84.75;04/09/2022
2020;Huesca;Grado: Gestión y Administración Pública;Grado;Graduado;Mujeres;10;0;0;0;;72.46;04/09/2022
2020;Huesca;Grado: Gestión y Administración Pública;Grado;Incumple Régimen de permanencia;Hombres;0;1;1;0;;;04/09/2022
2020;Huesca;Grado: Ingeniería Agroalimentaria y del Medio Rural;Grado;Abandono Voluntario;Hombres;0;2;0;0;;;04/09/2022
2020;Huesca;Grado: Ingeniería Agroalimentaria y del Medio Rural;Grado;Graduado;Hombres;17;0;0;0;6.00;71.25;04/09/2022
2020;Huesca;Grado: Ingeniería Agroalimentaria y del Medio Rural;Grado;Graduado;Mujeres;11;0;0;0;5.33;68.90;04/09/2022
2020;Huesca;Grado: Ingeniería Agroalimentaria y del Medio Rural;Grado;Incumple Régimen de permanencia;Hombres;0;1;1;0;;;04/09/2022
2020;Huesca;Grado: Magisterio en Educación Infantil;Grado;Abandono Voluntario;Hombres;0;2;2;0;;;04/09/2022
2020;Huesca;Grado: Magisterio en Educación Infantil;Grado;Abandono Voluntario;Mujeres;0;23;5;0;;;04/09/2022
2020;Huesca;Grado: Magisterio en Educación Infantil;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;2;2;0;;;04/09/2022
2020;Huesca;Grado: Magisterio en Educación Infantil;Grado;Graduado;Hombres;5;0;0;0;4.50;89.94;04/09/2022
2020;Huesca;Grado: Magisterio en Educación Infantil;Grado;Graduado;Mujeres;91;0;0;0;4.35;92.17;04/09/2022
2020;Huesca;Grado: Magisterio en Educación Primaria;Grado;Abandono Voluntario;Hombres;0;13;5;0;;;04/09/2022
2020;Huesca;Grado: Magisterio en Educación Primaria;Grado;Abandono Voluntario;Mujeres;0;10;3;0;;;04/09/2022
2020;Huesca;Grado: Magisterio en Educación Primaria;Grado;Cambio de estudios sin simultaneidad;Hombres;0;1;1;0;;;04/09/2022
2020;Huesca;Grado: Magisterio en Educación Primaria;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;2;1;0;;;04/09/2022
2020;Huesca;Grado: Magisterio en Educación Primaria;Grado;Graduado;Hombres;47;0;0;0;4.67;90.22;04/09/2022
2020;Huesca;Grado: Magisterio en Educación Primaria;Grado;Graduado;Mujeres;67;0;0;0;4.63;90.99;04/09/2022
2020;Huesca;Grado: Magisterio en Educación Primaria;Grado;Incumple Régimen de permanencia;Mujeres;0;1;1;0;;;04/09/2022
2020;Huesca;Grado: Medicina;Grado;Abandono Voluntario;Hombres;0;1;0;0;;;04/09/2022
2020;Huesca;Grado: Nutrición Humana y Dietética;Grado;Abandono Voluntario;Hombres;0;5;0;0;;;04/09/2022
2020;Huesca;Grado: Nutrición Humana y Dietética;Grado;Abandono Voluntario;Mujeres;0;8;0;0;;;04/09/2022
2020;Huesca;Grado: Nutrición Humana y Dietética;Grado;Cambio de estudios sin simultaneidad;Hombres;0;1;1;0;;;04/09/2022
2020;Huesca;Grado: Nutrición Humana y Dietética;Grado;Graduado;Hombres;16;0;0;0;4.94;88.84;04/09/2022
2020;Huesca;Grado: Nutrición Humana y Dietética;Grado;Graduado;Mujeres;38;0;0;0;4.57;89.10;04/09/2022
2020;Huesca;Grado: Nutrición Humana y Dietética;Grado;Incumple Régimen de permanencia;Hombres;0;1;1;0;;;04/09/2022
2020;Huesca;Grado: Nutrición Humana y Dietética;Grado;Traslado a otra Universidad;Mujeres;0;0;0;1;;;04/09/2022
2020;Huesca;Grado: Odontología;Grado;Abandono Voluntario;Mujeres;0;3;1;0;;;04/09/2022
2020;Huesca;Grado: Odontología;Grado;Graduado;Hombres;9;0;0;0;5.20;88.55;04/09/2022
2020;Huesca;Grado: Odontología;Grado;Graduado;Mujeres;24;0;0;0;5.18;95.51;04/09/2022
2020;Huesca;Máster: Dirección y planificación del turismo;Máster;Abandono Voluntario;Hombres;0;3;3;0;;;04/09/2022
2020;Huesca;Máster: Dirección y planificación del turismo;Máster;Graduado;Hombres;4;0;0;0;2.50;81.19;04/09/2022
2020;Huesca;Máster: Dirección y planificación del turismo;Máster;Graduado;Mujeres;15;0;0;0;1.67;86.09;04/09/2022
2020;Huesca;Máster: Estudios Avanzados sobre el Lenguaje, la Comunicación y sus Patologías;Máster;Abandono Voluntario;Mujeres;0;2;0;0;;;04/09/2022
2020;Huesca;Máster: Estudios Avanzados sobre el Lenguaje, la Comunicación y sus Patologías;Máster;Graduado;Hombres;1;0;0;0;1.00;100.00;04/09/2022
2020;Huesca;Máster: Estudios Avanzados sobre el Lenguaje, la Comunicación y sus Patologías;Máster;Graduado;Mujeres;16;0;0;0;1.19;98.78;04/09/2022
2020;Huesca;Máster: Evaluación y Entrenamiento Físico para la Salud;Máster;Abandono Voluntario;Hombres;0;1;1;0;;;04/09/2022
2020;Huesca;Máster: Evaluación y Entrenamiento Físico para la Salud;Máster;Cambio de estudios sin simultaneidad;Hombres;0;1;1;0;;;04/09/2022
2020;Huesca;Máster: Evaluación y Entrenamiento Físico para la Salud;Máster;Graduado;Hombres;5;0;0;0;1.00;100.00;04/09/2022
2020;Huesca;Máster: Evaluación y Entrenamiento Físico para la Salud;Máster;Graduado;Mujeres;6;0;0;0;1.00;100.00;04/09/2022
2020;Huesca;Máster: Ingeniería Agronómica;Máster;Abandono Voluntario;Hombres;0;1;0;0;;;04/09/2022
2020;Huesca;Máster: Ingeniería Agronómica;Máster;Graduado;Hombres;5;0;0;0;2.00;93.55;04/09/2022
2020;Huesca;Máster: Ingeniería Agronómica;Máster;Graduado;Mujeres;5;0;0;0;2.00;92.78;04/09/2022
2020;Huesca;Máster: Ingeniería Agronómica;Máster;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;04/09/2022
2020;Huesca;Máster: Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;Abandono Voluntario;Hombres;0;1;0;0;;;04/09/2022
2020;Huesca;Máster: Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;Graduado;Hombres;23;0;0;0;1.09;99.57;04/09/2022
2020;Huesca;Máster: Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;Graduado;Mujeres;8;0;0;0;1.00;99.38;04/09/2022
2020;Teruel;Grado: Administración y Dirección de Empresas;Grado;Abandono Voluntario;Hombres;0;12;6;0;;;04/09/2022
2020;Teruel;Grado: Administración y Dirección de Empresas;Grado;Abandono Voluntario;Mujeres;0;10;2;0;;;04/09/2022
2020;Teruel;Grado: Administración y Dirección de Empresas;Grado;Cambio de estudios sin simultaneidad;Hombres;0;1;0;0;;;04/09/2022
2020;Teruel;Grado: Administración y Dirección de Empresas;Grado;Graduado;Hombres;15;0;0;0;6.55;80.66;04/09/2022
2020;Teruel;Grado: Administración y Dirección de Empresas;Grado;Graduado;Mujeres;15;0;0;0;6.25;87.11;04/09/2022
2020;Teruel;Grado: Administración y Dirección de Empresas;Grado;Traslado a otra Universidad;Mujeres;0;0;0;2;;;04/09/2022
2020;Teruel;Grado: Bellas Artes;Grado;Abandono Voluntario;Hombres;0;4;3;0;;;04/09/2022
2020;Teruel;Grado: Bellas Artes;Grado;Abandono Voluntario;Mujeres;0;8;0;0;;;04/09/2022
2020;Teruel;Grado: Bellas Artes;Grado;Graduado;Hombres;6;0;0;0;7.17;67.82;04/09/2022
2020;Teruel;Grado: Bellas Artes;Grado;Graduado;Mujeres;33;0;0;0;4.63;94.00;04/09/2022
2020;Teruel;Grado: Enfermería;Grado;Graduado;Hombres;9;0;0;0;4.12;98.60;04/09/2022
2020;Teruel;Grado: Enfermería;Grado;Graduado;Mujeres;21;0;0;0;4.00;99.23;04/09/2022
2020;Teruel;Grado: Ingeniería Electrónica y Automática;Grado;Abandono Voluntario;Hombres;0;3;2;0;;;04/09/2022
2020;Teruel;Grado: Ingeniería Electrónica y Automática;Grado;Cambio de estudios sin simultaneidad;Hombres;0;1;0;0;;;04/09/2022
2020;Teruel;Grado: Ingeniería Electrónica y Automática;Grado;Graduado;Hombres;14;0;0;0;5.58;77.95;04/09/2022
2020;Teruel;Grado: Ingeniería Electrónica y Automática;Grado;Graduado;Mujeres;3;0;0;0;7.50;72.05;04/09/2022
2020;Teruel;Grado: Ingeniería Electrónica y Automática;Grado;Incumple Régimen de permanencia;Hombres;0;1;1;0;;;04/09/2022
2020;Teruel;Grado: Ingeniería Informática;Grado;Abandono Voluntario;Hombres;0;8;3;0;;;04/09/2022
2020;Teruel;Grado: Ingeniería Informática;Grado;Graduado;Hombres;15;0;0;0;5.69;80.71;04/09/2022
2020;Teruel;Grado: Ingeniería Informática;Grado;Traslado a otra Universidad;Hombres;0;0;0;3;;;04/09/2022
2020;Teruel;Grado: Magisterio en Educación Infantil;Grado;Abandono Voluntario;Hombres;0;4;3;0;;;04/09/2022
2020;Teruel;Grado: Magisterio en Educación Infantil;Grado;Abandono Voluntario;Mujeres;0;12;4;0;;;04/09/2022
2020;Teruel;Grado: Magisterio en Educación Infantil;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;3;3;0;;;04/09/2022
2020;Teruel;Grado: Magisterio en Educación Infantil;Grado;Graduado;Hombres;6;0;0;0;4.00;93.71;04/09/2022
2020;Teruel;Grado: Magisterio en Educación Infantil;Grado;Graduado;Mujeres;67;0;0;0;4.54;89.21;04/09/2022
2020;Teruel;Grado: Magisterio en Educación Infantil;Grado;Traslado a otra Universidad;Mujeres;0;0;0;8;;;04/09/2022
2020;Teruel;Grado: Magisterio en Educación Primaria;Grado;Abandono Voluntario;Hombres;0;9;2;0;;;04/09/2022
2020;Teruel;Grado: Magisterio en Educación Primaria;Grado;Abandono Voluntario;Mujeres;0;11;4;0;;;04/09/2022
2020;Teruel;Grado: Magisterio en Educación Primaria;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;1;1;0;;;04/09/2022
2020;Teruel;Grado: Magisterio en Educación Primaria;Grado;Graduado;Hombres;26;0;0;0;5.10;81.73;04/09/2022
2020;Teruel;Grado: Magisterio en Educación Primaria;Grado;Graduado;Mujeres;44;0;0;0;4.60;88.75;04/09/2022
2020;Teruel;Grado: Magisterio en Educación Primaria;Grado;Traslado a otra Universidad;Hombres;0;0;0;2;;;04/09/2022
2020;Teruel;Grado: Magisterio en Educación Primaria;Grado;Traslado a otra Universidad;Mujeres;0;0;0;1;;;04/09/2022
2020;Teruel;Grado: Psicología;Grado;Abandono Voluntario;Hombres;0;3;1;0;;;04/09/2022
2020;Teruel;Grado: Psicología;Grado;Abandono Voluntario;Mujeres;0;8;1;0;;;04/09/2022
2020;Teruel;Grado: Psicología;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;1;1;0;;;04/09/2022
2020;Teruel;Grado: Psicología;Grado;Graduado;Hombres;15;0;0;0;4.73;88.41;04/09/2022
2020;Teruel;Grado: Psicología;Grado;Graduado;Mujeres;64;0;0;0;4.27;92.29;04/09/2022
2020;Teruel;Grado: Psicología;Grado;Traslado a otra Universidad;Hombres;0;0;0;3;;;04/09/2022
2020;Teruel;Grado: Psicología;Grado;Traslado a otra Universidad;Mujeres;0;0;0;4;;;04/09/2022
2020;Teruel;Maestro Lengua Extranjera;Diplomatura o equivalente;Traslado a otra Universidad;Mujeres;0;0;0;1;;;04/09/2022
2020;Teruel;Máster: Innovación y Emprendimiento en Tecnologías para la Salud y el Bienestar;Máster;Graduado;Hombres;2;0;0;0;1.00;100.00;04/09/2022
2020;Teruel;Máster: Innovación y Emprendimiento en Tecnologías para la Salud y el Bienestar;Máster;Graduado;Mujeres;3;0;0;0;1.00;100.00;04/09/2022
2020;Teruel;Máster: Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;Abandono Voluntario;Mujeres;0;3;2;0;;;04/09/2022
2020;Teruel;Máster: Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;Graduado;Hombres;4;0;0;0;1.00;100.00;04/09/2022
2020;Teruel;Máster: Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;Graduado;Mujeres;20;0;0;0;1.35;98.45;04/09/2022
2020;Teruel;Máster: Psicología General Sanitaria;Máster;Graduado;Hombres;3;0;0;0;2.00;100.00;04/09/2022
2020;Teruel;Máster: Psicología General Sanitaria;Máster;Graduado;Mujeres;25;0;0;0;2.12;98.17;04/09/2022
2020;Zaragoza;Ciencias Económicas;Licenciatura o equivalente;Traslado a otra Universidad;Hombres;0;0;0;1;;;04/09/2022
2020;Zaragoza;Derecho;Licenciatura o equivalente;Traslado a otra Universidad;Hombres;0;0;0;2;;;04/09/2022
2020;Zaragoza;Derecho;Licenciatura o equivalente;Traslado a otra Universidad;Mujeres;0;0;0;2;;;04/09/2022
2020;Zaragoza;Diplomado Ciencias Empresariales;Diplomatura o equivalente;Traslado a otra Universidad;Hombres;0;0;0;1;;;04/09/2022
2020;Zaragoza;Diplomado Ciencias Empresariales;Diplomatura o equivalente;Traslado a otra Universidad;Mujeres;0;0;0;3;;;04/09/2022
2020;Zaragoza;Doctorado: PD Bioquímica y biología molecular [RD 99/2011];Doctorado;Graduado;Hombres;5;0;0;0;4.74;;04/09/2022
2020;Zaragoza;Doctorado: PD Bioquímica y biología molecular [RD 99/2011];Doctorado;Graduado;Mujeres;10;0;0;0;4.82;;04/09/2022
2020;Zaragoza;Doctorado: PD Bioquímica y biología molecular [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;04/09/2022
2020;Zaragoza;Doctorado: PD Calidad, seguridad y tecnología de los alimentos [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;4.18;;04/09/2022
2020;Zaragoza;Doctorado: PD Calidad, seguridad y tecnología de los alimentos [RD 99/2011];Doctorado;Graduado;Mujeres;2;0;0;0;4.20;;04/09/2022
2020;Zaragoza;Doctorado: PD Calidad, seguridad y tecnología de los alimentos [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;04/09/2022
2020;Zaragoza;Doctorado: PD Ciencia analítica en química [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;5.18;;04/09/2022
2020;Zaragoza;Doctorado: PD Ciencia analítica en química [RD 99/2011];Doctorado;Graduado;Mujeres;4;0;0;0;4.14;;04/09/2022
2020;Zaragoza;Doctorado: PD Ciencias agrarias y del medio natural [RD 99/2011];Doctorado;Abandono Voluntario;Hombres;0;2;0;0;;;04/09/2022
2020;Zaragoza;Doctorado: PD Ciencias agrarias y del medio natural [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;5.50;;04/09/2022
2020;Zaragoza;Doctorado: PD Ciencias agrarias y del medio natural [RD 99/2011];Doctorado;Graduado;Mujeres;2;0;0;0;4.40;;04/09/2022
2020;Zaragoza;Doctorado: PD Ciencias biomédicas y biotecnológicas [RD 99/2011];Doctorado;Abandono Voluntario;Mujeres;0;2;0;0;;;04/09/2022
2020;Zaragoza;Doctorado: PD Ciencias biomédicas y biotecnológicas [RD 99/2011];Doctorado;Graduado;Mujeres;3;0;0;0;4.55;;04/09/2022
2020;Zaragoza;Doctorado: PD Ciencias biomédicas y biotecnológicas [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;04/09/2022
2020;Zaragoza;Doctorado: PD Ciencias de la antigüedad [RD 99/2011];Doctorado;Abandono Voluntario;Hombres;0;1;0;0;;;04/09/2022
2020;Zaragoza;Doctorado: PD Ciencias de la antigüedad [RD 99/2011];Doctorado;Graduado;Hombres;5;0;0;0;4.88;;04/09/2022
2020;Zaragoza;Doctorado: PD Ciencias de la antigüedad [RD 99/2011];Doctorado;Graduado;Mujeres;3;0;0;0;5.33;;04/09/2022
